"player","nation","pos","team","played_90s","pass_comp","pass_att","pass_comp_pct","pass_dist","prog_pass_dist","short_comp","short_att","short_comp_pct","med_comp","med_att","med_comp_pct","long_comp","long_att","long_comp_pct","assists","xAG","xA","key_passes","pass_into_final_3rd","pass_into_box","cross_into_box","prog_passes"
"Milan Đurić","BIH","FW","Monza","14.1","131","266","49.2","1564","442","80","154","51.9","31","72","43.1","3","3","100.0","1","1.1","0.2","5","16","2","0","21"
"Milan Đurić","BIH","FW","Parma","3.0","35","84","41.7","390","154","22","48","45.8","7","19","36.8","1","3","33.3","0","0.0","0.1","0","3","3","0","7"
"Keyliane Abdallah","FRA","FW","Marseille","0.0","2","2","100.0","41","0","0","0","","2","2","100.0","0","0","","0","0.0","0.0","0","0","0","0","0"
"Yunis Abdelhamid","MAR","DF","Saint-Étienne","11.5","438","505","86.7","7952","2404","147","160","91.9","263","287","91.6","23","48","47.9","0","0.1","0.3","2","28","0","0","22"
"Himad Abdelli","ALG","MF,FW","Angers","31.6","1373","1672","82.1","21646","6031","710","807","88.0","531","612","86.8","82","151","54.3","1","3.2","3.7","39","171","38","3","207"
"Mohamed Abdelmoneim","EGY","DF","Nice","9.5","471","521","90.4","8299","2620","195","207","94.2","241","259","93.1","27","44","61.4","0","0.0","0.2","0","41","1","0","52"
"Ali Abdi","TUN","DF,MF","Nice","15.5","502","678","74.0","7914","2701","269","314","85.7","188","245","76.7","33","72","45.8","2","1.9","1.7","20","19","21","7","42"
"Matthis Abline","FRA","FW","Nantes","30.8","351","538","65.2","5145","976","185","256","72.3","119","160","74.4","20","38","52.6","2","3.8","3.4","27","23","15","4","48"
"Abner","BRA","DF","Lyon","12.1","568","675","84.1","8355","3494","335","366","91.5","181","210","86.2","33","55","60.0","1","1.1","2.3","11","45","11","2","66"
"Zakaria Aboukhlal","MAR","MF,FW","Toulouse","21.1","221","349","63.3","2789","753","145","193","75.1","56","94","59.6","6","15","40.0","2","1.6","2.0","12","16","10","4","22"
"Akor Adams","NGA","FW","Montpellier","11.9","112","179","62.6","1540","198","72","101","71.3","32","49","65.3","3","10","30.0","1","1.0","0.1","12","8","0","0","6"
"Martin Adeline","FRA","MF","Reims","0.3","8","10","80.0","138","11","3","3","100.0","3","4","75.0","1","2","50.0","0","0.0","0.0","0","1","0","0","0"
"Adryelson","BRA","DF","Lyon","0.0","1","3","33.3","21","19","0","1","0.0","1","2","50.0","0","0","","0","0.0","0.0","0","0","0","0","1"
"Emmanuel Agbadou","CIV","DF","Reims","14.0","810","922","87.9","16521","6962","293","316","92.7","400","417","95.9","110","174","63.2","0","0.3","0.3","8","71","4","1","77"
"Jeremy Agbonifo","SWE","FW,MF","Lens","3.3","58","80","72.5","743","182","37","43","86.0","18","24","75.0","1","4","25.0","0","0.2","0.4","3","4","4","2","6"
"Ruben Aguilar","FRA","DF,MF","Lens","12.5","677","843","80.3","9523","4115","430","487","88.3","184","238","77.3","34","54","63.0","2","1.9","1.4","11","44","21","6","74"
"Naouirou Ahamada","FRA","MF,FW","Rennes","0.6","17","22","77.3","266","33","8","11","72.7","9","9","100.0","0","2","0.0","0","0.0","0.0","0","2","0","0","1"
"Jean-Eudes Aholou","CIV","MF","Angers","21.8","644","764","84.3","10183","2687","320","361","88.6","287","322","89.1","21","47","44.7","0","1.0","0.7","10","46","7","0","68"
"Ayman Aiki","FRA","FW,MF","Saint-Étienne","1.4","17","29","58.6","234","93","12","17","70.6","4","7","57.1","1","3","33.3","0","0.0","0.0","1","2","1","0","5"
"Ludovic Ajorque","FRA","FW","Brest","27.7","462","671","68.9","6965","969","254","354","71.8","147","198","74.2","35","48","72.9","2","3.1","1.8","35","29","11","1","41"
"Ümit Akdag","ROU","DF","Toulouse","5.6","274","348","78.7","4648","1667","122","144","84.7","137","152","90.1","13","39","33.3","0","0.1","0.1","2","18","1","0","29"
"Sergio Akieme","ESP","DF","Reims","28.0","929","1147","81.0","13641","4062","527","575","91.7","338","403","83.9","35","108","32.4","3","2.5","2.5","21","42","20","12","86"
"Maghnes Akliouche","FRA","FW,MF","Monaco","26.7","989","1216","81.3","13887","4098","604","670","90.1","291","356","81.7","54","87","62.1","10","7.3","7.8","49","90","64","3","173"
"Paul Akouokou","CIV","MF","Lyon","0.2","10","15","66.7","218","58","4","5","80.0","3","5","60.0","3","4","75.0","0","0.0","0.0","0","0","0","0","1"
"Clément Akpa","CIV","DF","Auxerre","27.6","998","1209","82.5","19673","7381","366","407","89.9","495","549","90.2","123","215","57.2","1","0.9","0.9","8","74","10","5","74"
"Chuba Akpom","ENG","FW","Lille","7.1","67","99","67.7","822","138","44","54","81.5","12","21","57.1","3","4","75.0","1","0.5","0.4","5","1","4","0","7"
"Mohamed Ali Cho","FRA","FW,MF","Nice","18.0","338","481","70.3","4959","1248","205","247","83.0","105","147","71.4","19","42","45.2","4","4.0","3.5","30","23","36","5","59"
"Jim Allevinah","GAB","FW","Angers","19.4","363","483","75.2","5265","1271","219","256","85.5","111","157","70.7","19","31","61.3","3","2.5","1.7","15","28","13","3","48"
"Thiago Almada","ARG","MF,FW","Lyon","10.6","635","748","84.9","10034","2735","349","378","92.3","232","255","91.0","39","82","47.6","4","2.6","2.4","22","58","20","2","97"
"Jordan Amavi","FRA","DF","Brest","8.8","386","526","73.4","6269","2275","182","214","85.0","175","237","73.8","21","50","42.0","0","0.2","0.4","6","28","6","1","36"
"Kelvin Amian","FRA","DF","Nantes","24.1","738","921","80.1","11821","5145","385","421","91.4","278","343","81.0","52","105","49.5","0","0.8","1.8","13","60","24","12","73"
"Michael Amir Murillo","PAN","DF","Marseille","27.1","1665","1902","87.5","26059","8235","812","867","93.7","770","865","89.0","51","93","54.8","3","3.3","2.9","24","142","19","4","140"
"Samuel Amo-Ameyaw","ENG","DF,MF","Strasbourg","3.6","106","123","86.2","1579","280","55","60","91.7","42","47","89.4","3","7","42.9","0","0.6","0.9","5","4","5","0","12"
"Mathis Amougou","FRA","MF","Saint-Étienne","9.5","232","301","77.1","3514","1194","126","146","86.3","82","107","76.6","14","25","56.0","0","0.4","0.3","7","23","4","0","36"
"Benjamin André","FRA","MF","Lille","29.9","1586","1911","83.0","26597","7159","772","862","89.6","636","737","86.3","138","208","66.3","3","1.9","2.7","21","207","18","3","209"
"Kyllian Antonio","FRA","DF,MF","Lens","1.5","81","97","83.5","1347","373","36","37","97.3","37","41","90.2","5","12","41.7","0","0.0","0.0","0","2","0","0","0"
"Dennis Appiah","FRA","DF","Saint-Étienne","23.6","903","1179","76.6","14432","6487","475","541","87.8","365","447","81.7","47","122","38.5","1","2.1","2.2","13","81","25","7","108"
"Carlens Arcus","HAI","DF","Angers","22.7","810","1020","79.4","13534","4817","400","448","89.3","332","419","79.2","69","111","62.2","1","1.4","1.4","17","58","20","10","70"
"Hákon Arnar Haraldsson","ISL","MF,FW","Lille","19.5","751","946","79.4","12052","2948","369","428","86.2","302","351","86.0","53","95","55.8","3","2.8","3.2","35","64","42","5","102"
"Marco Asensio","ESP","FW,MF","Paris S-G","6.9","291","335","86.9","4166","808","183","196","93.4","80","93","86.0","19","26","73.1","4","2.7","1.7","16","31","4","1","36"
"Lorenz Assignon","TOG","DF,MF","Rennes","26.2","1015","1301","78.0","15872","5411","518","609","85.1","428","531","80.6","41","83","49.4","4","3.5","3.7","29","70","28","12","116"
"Dehmaine Assoumani","FRA","MF,FW","Nantes","1.1","38","50","76.0","581","163","21","24","87.5","13","15","86.7","3","6","50.0","0","0.9","1.0","5","1","2","2","1"
"Valentin Atangana Edoa","FRA","MF","Reims","31.7","908","1056","86.0","13649","3710","489","532","91.9","374","417","89.7","23","49","46.9","0","1.1","0.7","12","66","8","1","93"
"Florian Ayé","FRA","FW","Auxerre","6.4","95","129","73.6","1234","154","63","80","78.8","22","29","75.9","3","4","75.0","0","0.1","0.1","3","4","2","0","7"
"André Ayew","GHA","FW","Le Havre","16.1","181","238","76.1","2231","272","113","134","84.3","54","68","79.4","0","4","0.0","1","0.2","0.3","8","7","3","0","18"
"Neil El Aynaoui","FRA","MF","Lens","17.6","816","966","84.5","12776","3533","432","469","92.1","286","327","87.5","57","99","57.6","1","2.0","2.4","22","76","7","2","75"
"Shavy Babicka","GAB","MF,FW","Toulouse","13.2","196","292","67.1","2616","643","118","155","76.1","60","85","70.6","5","15","33.3","2","1.6","1.9","13","8","13","5","21"
"Juma Bah","SLE","DF","Lens","7.6","353","378","93.4","6078","1813","145","159","91.2","183","189","96.8","22","23","95.7","0","0.2","0.2","2","7","0","0","9"
"Theo Bair","CAN","FW","Auxerre","10.4","132","213","62.0","1538","359","84","122","68.9","28","49","57.1","3","8","37.5","1","1.2","0.9","10","10","0","0","16"
"Mitchel Bakker","NED","FW,DF","Lille","12.7","499","641","77.8","8228","2642","252","290","86.9","188","235","80.0","45","75","60.0","2","2.7","2.3","23","42","27","11","57"
"Darryl Bakola","FRA","DF,MF","Marseille","0.2","12","13","92.3","159","40","9","9","100.0","2","3","66.7","1","1","100.0","0","0.0","0.0","0","1","0","0","0"
"Dilane Bakwa","FRA","MF,DF","Strasbourg","27.7","808","1109","72.9","13642","4130","401","475","84.4","298","394","75.6","87","178","48.9","8","6.6","6.0","47","67","40","10","129"
"Leonardo Balerdi","ARG","DF","Marseille","25.3","2360","2516","93.8","39477","14824","1024","1054","97.2","1155","1198","96.4","125","186","67.2","0","0.7","0.8","8","150","6","0","105"
"Fodé Ballo-Touré","SEN","DF,MF","Le Havre","6.5","259","311","83.3","4291","1377","124","131","94.7","115","134","85.8","15","25","60.0","0","0.1","0.1","1","20","2","2","13"
"Folarin Balogun","USA","FW","Monaco","6.8","85","125","68.0","959","126","46","61","75.4","19","31","61.3","2","5","40.0","0","0.9","1.2","6","5","1","0","9"
"Abdoulaye Bamba","CIV","DF","Angers","16.8","518","585","88.5","10459","3330","126","139","90.6","341","364","93.7","44","68","64.7","0","0.3","0.3","6","19","4","3","16"
"Mohamed Bamba","CIV","MF","Reims","0.1","16","19","84.2","336","82","7","8","87.5","5","7","71.4","4","4","100.0","0","0.0","0.0","0","3","0","0","3"
"Valentín Barco","ARG","MF,DF","Strasbourg","12.9","644","777","82.9","10174","2666","348","380","91.6","246","291","84.5","39","74","52.7","2","1.5","1.5","8","54","9","2","64"
"Bradley Barcola","FRA","FW","Paris S-G","24.2","749","917","81.7","10250","2486","485","546","88.8","225","275","81.8","20","33","60.6","10","10.1","5.9","50","28","51","4","96"
"Melvin Bard","FRA","DF,MF","Nice","21.5","903","1166","77.4","15233","5399","451","487","92.6","371","468","79.3","66","150","44.0","1","1.9","2.5","15","76","26","13","88"
"Gabriel Bares","SUI","MF,DF","Montpellier","0.6","34","40","85.0","590","199","17","19","89.5","13","14","92.9","4","7","57.1","0","0.0","0.0","0","5","0","0","3"
"Téo Barisic","FRA","DF","Lyon","0.0","1","1","100.0","19","0","0","0","","1","1","100.0","0","0","","0","0.0","0.0","0","0","0","0","0"
"Dylan Batubinsika","COD","DF","Saint-Étienne","22.4","1112","1217","91.4","20308","6434","400","417","95.9","628","667","94.2","72","113","63.7","0","0.2","0.4","4","47","3","1","51"
"Haris Belkebla","ALG","MF","Angers","19.9","727","830","87.6","11935","3432","353","383","92.2","310","344","90.1","47","62","75.8","1","0.9","0.3","5","68","3","0","69"
"Yassin Belkhdim","FRA","MF","Angers","16.9","394","487","80.9","5963","1404","216","239","90.4","149","179","83.2","20","34","58.8","1","0.6","0.5","5","27","3","1","37"
"Eliesse Ben Seghir","MAR","MF,FW","Monaco","19.4","754","951","79.3","10638","3042","454","515","88.2","233","293","79.5","34","76","44.7","3","5.2","4.6","33","71","45","4","122"
"Ismaël Bennacer","ALG","MF","Marseille","7.2","737","810","91.0","11402","3119","380","398","95.5","284","296","95.9","48","75","64.0","2","1.8","1.5","13","83","13","2","72"
"Saïd Benrahma","ALG","FW,MF","Lyon","8.2","258","358","72.1","3787","1234","151","173","87.3","77","113","68.1","17","33","51.5","3","2.1","2.7","14","21","19","3","32"
"Nabil Bentaleb","ALG","MF","Lille","3.7","210","244","86.1","3946","1248","72","81","88.9","108","117","92.3","21","30","70.0","0","0.0","0.2","1","17","2","0","23"
"Lucas Beraldo","BRA","DF","Paris S-G","22.3","2013","2132","94.4","35552","12625","761","790","96.3","1093","1132","96.6","130","160","81.3","0","0.4","0.9","8","168","13","2","131"
"Maxime Bernauer","FRA","DF","Saint-Étienne","8.5","413","469","88.1","8305","3506","128","135","94.8","231","243","95.1","51","81","63.0","0","0.0","0.1","1","36","2","0","41"
"Dimitry Bertaud","COD","GK","Montpellier","4.0","82","114","71.9","2389","1824","11","11","100.0","41","41","100.0","30","61","49.2","0","0.0","0.0","0","3","0","0","0"
"Mika Biereth","DEN","FW","Monaco","13.6","149","241","61.8","2062","532","85","131","64.9","48","68","70.6","7","8","87.5","2","4.5","3.2","22","11","16","1","24"
"Emmanuel Biumla","FRA","DF","Angers","14.8","440","499","88.2","8842","2637","108","123","87.8","300","316","94.9","29","52","55.8","0","0.0","0.1","1","13","1","0","16"
"Marco Bizot","NED","GK","Brest","32.0","775","1121","69.1","24224","18621","90","91","98.9","377","380","99.2","306","645","47.4","0","0.0","0.0","0","8","0","0","1"
"Ludovic Blas","FRA","MF,FW","Rennes","25.5","693","938","73.9","12028","3413","349","399","87.5","242","322","75.2","81","161","50.3","8","4.6","5.4","47","76","33","9","116"
"Augustine Boakye","GHA","FW,MF","Saint-Étienne","8.1","192","256","75.0","2549","798","115","144","79.9","53","67","79.1","10","15","66.7","0","0.9","1.0","13","14","11","0","35"
"Mathéo Bodmer","FRA","MF","Le Havre","0.1","2","2","100.0","40","0","0","0","","2","2","100.0","0","0","","0","0.0","0.0","0","0","0","0","0"
"Jeremie Boga","CIV","MF,FW","Nice","11.7","329","398","82.7","4487","1003","215","243","88.5","94","106","88.7","14","19","73.7","2","2.8","3.2","24","11","18","4","39"
"Moïse Bombito","CAN","DF","Nice","24.4","1266","1404","90.2","23123","8931","479","513","93.4","664","703","94.5","103","153","67.3","0","0.2","0.6","2","78","5","0","97"
"Saïmon Bouabré","FRA","MF,FW","Monaco","1.1","20","29","69.0","318","67","9","11","81.8","11","15","73.3","0","0","","0","0.0","0.0","0","2","1","0","2"
"Ayyoub Bouaddi","FRA","MF","Lille","12.8","487","555","87.7","8241","1609","219","246","89.0","219","233","94.0","35","40","87.5","1","1.0","1.2","5","36","1","0","37"
"Badredine Bouanani","ALG","MF,FW","Nice","12.2","330","430","76.7","4881","1113","200","228","87.7","95","125","76.0","23","38","60.5","3","2.4","2.2","20","19","14","2","44"
"Benjamin Bouchouari","MAR","MF","Saint-Étienne","19.7","902","1040","86.7","12685","4370","545","602","90.5","286","319","89.7","33","47","70.2","0","0.9","1.4","16","123","24","1","133"
"Hicham Boudaoui","ALG","MF","Nice","27.1","943","1134","83.2","14602","4144","504","567","88.9","355","407","87.2","59","92","64.1","3","3.0","2.8","22","76","32","3","124"
"Justin Bourgault","FRA","DF","Brest","1.4","54","74","73.0","961","297","25","28","89.3","25","30","83.3","4","11","36.4","0","0.1","0.1","1","5","1","1","4"
"Benjamin Bourigeaud","FRA","MF","Rennes","0.9","36","48","75.0","646","141","15","16","93.8","17","21","81.0","4","10","40.0","0","0.0","0.0","0","3","0","0","4"
"Bilal Brahimi","ALG","MF","Nice","0.8","35","40","87.5","614","163","15","16","93.8","18","19","94.7","2","4","50.0","0","0.0","0.2","1","1","1","1","4"
"Lilian Brassier","FRA","DF","Marseille","8.7","560","653","85.8","8815","2726","270","284","95.1","259","297","87.2","19","46","41.3","0","0.0","0.1","1","48","2","0","40"
"Lilian Brassier","FRA","DF","Rennes","13.7","787","919","85.6","14802","5588","272","295","92.2","433","473","91.5","71","126","56.3","1","0.3","0.4","6","85","6","1","75"
"Anthony Briançon","FRA","DF","Saint-Étienne","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0","0","0","0","0"
"Aurélio Buta","POR","DF","Reims","21.9","819","991","82.6","12195","4195","449","504","89.1","309","370","83.5","36","64","56.3","1","0.8","1.4","10","56","12","4","83"
"Marcin Bułka","POL","GK","Nice","34.0","898","1110","80.9","21944","15371","208","211","98.6","448","465","96.3","236","426","55.4","0","0.2","0.1","1","12","0","0","2"
"Rémy Cabella","FRA","FW,MF","Lille","11.2","628","762","82.4","8904","2413","371","413","89.8","208","248","83.9","24","45","53.3","2","2.3","3.1","26","39","25","8","77"
"Mathieu Cafaro","FRA","MF,FW","Saint-Étienne","8.1","172","239","72.0","2760","750","93","115","80.9","65","84","77.4","13","32","40.6","0","1.3","1.3","13","12","9","4","16"
"Duje Ćaleta-Car","CRO","DF","Lyon","17.6","896","985","91.0","16876","5583","296","318","93.1","530","556","95.3","65","97","67.0","0","0.1","0.9","2","50","0","0","46"
"Issiaga Camara","GUI","MF","Nice","0.2","15","16","93.8","197","57","9","9","100.0","5","5","100.0","0","1","0.0","0","0.0","0.0","0","2","0","0","2"
"Lamine Camara","SEN","MF","Monaco","22.8","1224","1479","82.8","22283","6556","517","583","88.7","549","609","90.1","137","233","58.8","7","4.4","5.0","44","133","26","4","141"
"Mahdi Camara","FRA","MF,FW","Brest","29.5","1021","1190","85.8","15953","3369","498","554","89.9","443","492","90.0","41","65","63.1","3","2.0","2.6","26","79","17","10","111"
"Ousmane Camara","FRA","DF","Angers","2.8","91","101","90.1","1868","743","32","32","100.0","44","45","97.8","15","22","68.2","0","0.0","0.0","1","3","0","0","3"
"Axel Camblan","FRA","MF,FW","Brest","0.3","3","7","42.9","44","23","2","5","40.0","1","2","50.0","0","0","","0","0.0","0.0","0","1","0","0","2"
"Jaydee Canvot","FRA","DF,MF","Toulouse","12.3","462","536","86.2","8029","2340","201","218","92.2","224","246","91.1","30","51","58.8","0","0.7","0.3","4","42","6","2","41"
"Pierrick Capelle","FRA","MF","Angers","5.4","185","231","80.1","3185","808","88","101","87.1","80","99","80.8","13","22","59.1","0","1.2","0.7","5","19","2","1","22"
"Gabin Capuano","FRA","FW","Lens","0.1","2","2","100.0","22","6","2","2","100.0","0","0","","0","0","","0","0.0","0.0","0","0","0","0","0"
"Maxence Caqueret","FRA","MF","Lyon","6.4","274","343","79.9","4339","1547","138","164","84.1","109","124","87.9","17","28","60.7","0","0.4","0.6","10","39","10","0","50"
"Simon Cara","FRA","MF,FW","Montpellier","0.1","4","6","66.7","70","1","2","3","66.7","2","2","100.0","0","0","","0","0.0","0.0","0","0","0","0","0"
"Valentin Carboni","ARG","MF,FW","Marseille","1.1","57","64","89.1","816","162","32","34","94.1","19","20","95.0","3","4","75.0","0","0.1","0.1","3","4","4","2","4"
"Irvin Cardona","FRA","FW","Saint-Étienne","11.8","255","381","66.9","3519","853","154","188","81.9","72","116","62.1","15","30","50.0","3","1.4","1.6","15","11","16","3","32"
"Patrik Carlgren","SWE","GK","Nantes","4.6","90","137","65.7","2681","2084","17","17","100.0","35","35","100.0","37","83","44.6","0","0.0","0.0","0","1","0","0","0"
"Josué Casimir","FRA","FW,MF","Le Havre","22.2","410","597","68.7","6606","1453","225","263","85.6","145","212","68.4","34","75","45.3","4","3.4","2.2","26","22","13","7","41"
"Cristian Cásseres Jr.","VEN","MF","Toulouse","30.0","1120","1421","78.8","19695","5429","479","569","84.2","528","599","88.1","92","185","49.7","3","2.6","3.6","27","89","23","7","128"
"Jean-Charles Castelletto","CMR","DF,MF","Nantes","29.1","1233","1391","88.6","21696","7885","488","520","93.8","640","691","92.6","83","140","59.3","0","0.1","0.4","2","80","5","1","87"
"Enzo Caumont","FRA","MF","Angers","0.4","13","14","92.9","239","67","6","6","100.0","6","6","100.0","1","2","50.0","0","0.0","0.0","0","1","1","0","1"
"Fabien Centonze","FRA","DF","Nantes","2.9","111","142","78.2","1663","612","63","70","90.0","39","52","75.0","6","10","60.0","0","0.2","0.3","3","3","7","4","15"
"Brendan Chardonnet","FRA","DF","Brest","26.8","993","1210","82.1","20771","7790","294","318","92.5","550","590","93.2","141","279","50.5","0","1.2","1.1","8","67","3","1","51"
"Jhoanner Chávez","ECU","DF,MF","Lens","6.6","230","308","74.7","3617","1446","129","149","86.6","74","100","74.0","20","40","50.0","0","0.7","1.3","9","10","8","5","9"
"Théo Chennahi","FRA","DF","Montpellier","2.0","57","66","86.4","782","227","34","37","91.9","19","22","86.4","2","4","50.0","0","0.0","0.0","1","2","0","0","0"
"Sidiki Cherif","FRA","FW","Angers","3.6","33","62","53.2","469","79","20","33","60.6","12","19","63.2","0","0","","0","0.2","0.2","2","3","1","1","3"
"Rayan Cherki","FRA","FW,MF","Lyon","22.7","1079","1375","78.5","17006","5140","597","667","89.5","373","453","82.3","80","165","48.5","11","11.1","11.7","75","97","77","3","206"
"Lucas Chevalier","FRA","GK","Lille","34.0","862","1083","79.6","21173","14738","209","209","100.0","437","445","98.2","212","422","50.2","0","0.9","0.2","3","13","0","0","1"
"Pedro Chirivella","ESP","MF","Nantes","26.1","1336","1570","85.1","24242","7844","581","630","92.2","581","637","91.2","149","245","60.8","2","1.8","2.1","19","169","24","4","170"
"Joris Chotard","FRA","MF","Montpellier","21.0","672","822","81.8","12368","3796","298","341","87.4","275","321","85.7","83","119","69.7","0","0.5","1.0","7","80","11","4","80"
"Djaoui Cissé","FRA","MF","Rennes","12.5","547","625","87.5","10406","2824","236","261","90.4","228","245","93.1","75","89","84.3","0","0.2","0.8","6","66","11","0","84"
"Yoann Cissé","FRA","MF","Auxerre","0.1","2","6","33.3","9","0","1","2","50.0","0","1","0.0","0","2","0.0","0","0.0","0.0","0","0","0","0","0"
"Jonathan Clauss","FRA","DF,MF","Nice","25.6","1006","1399","71.9","16414","6656","527","616","85.6","380","500","76.0","80","210","38.1","8","7.7","6.8","55","70","47","14","105"
"Marcus Coco","FRA","DF","Nantes","10.6","384","483","79.5","6475","2447","188","206","91.3","156","193","80.8","32","61","52.5","1","1.2","1.1","10","31","10","6","34"
"Alois Confais","FRA","MF","Le Havre","0.0","1","2","50.0","10","0","1","2","50.0","0","0","","0","0","","0","0.0","0.0","0","0","0","0","0"
"Francis Coquelin","FRA","MF","Nantes","2.5","88","101","87.1","1213","275","53","58","91.4","30","33","90.9","3","6","50.0","1","1.1","0.4","5","11","2","0","8"
"Derek Cornelius","CAN","DF","Marseille","15.8","1267","1357","93.4","20539","6734","570","594","96.0","642","668","96.1","35","63","55.6","0","0.1","0.4","4","93","0","0","68"
"Pierre Cornud","FRA","DF","Saint-Étienne","6.4","271","331","81.9","4488","1581","129","140","92.1","111","131","84.7","25","45","55.6","0","0.3","0.3","3","14","5","2","19"
"David Costa","POR","MF,FW","Lens","3.9","128","155","82.6","1902","615","66","73","90.4","49","60","81.7","6","10","60.0","0","0.4","1.0","6","12","8","4","24"
"Logan Costa","CPV","DF","Toulouse","1.0","47","56","83.9","845","482","20","20","100.0","23","26","88.5","4","9","44.4","0","0.5","0.0","1","4","1","1","4"
"Grégoire Coudert","FRA","GK","Brest","2.0","54","68","79.4","1376","933","9","9","100.0","33","33","100.0","12","26","46.2","0","0.0","0.0","0","1","0","0","0"
"Lasso Coulibaly","CIV","FW,MF","Auxerre","0.5","12","13","92.3","158","28","8","8","100.0","4","5","80.0","0","0","","0","0.1","0.1","1","0","0","0","0"
"Mamadou Coulibaly","FRA","MF","Monaco","0.1","3","5","60.0","19","7","2","2","100.0","0","0","","0","1","0.0","0","0.0","0.0","0","1","0","0","0"
"Soumaïla Coulibaly","FRA","DF","Brest","4.9","281","317","88.6","5923","1657","83","89","93.3","159","168","94.6","36","56","64.3","0","0.1","0.2","1","12","1","0","16"
"Tanguy Coulibaly","FRA","FW,MF","Montpellier","16.5","292","372","78.5","3857","626","184","212","86.8","81","102","79.4","8","18","44.4","0","1.3","1.0","18","8","5","2","20"
"Marius Courcoul","FRA","MF,DF","Angers","3.4","133","155","85.8","2427","519","48","54","88.9","68","73","93.2","12","20","60.0","0","0.0","0.0","1","7","1","0","7"
"Nicolas Cozza","FRA","DF,MF","Nantes","22.8","608","782","77.7","9858","3920","297","345","86.1","273","323","84.5","27","74","36.5","0","1.4","1.1","7","41","10","4","64"
"Charlie Cresswell","ENG","DF","Toulouse","28.8","1287","1551","83.0","23854","8198","441","487","90.6","748","823","90.9","91","216","42.1","1","1.7","1.1","5","61","4","1","69"
"Kévin Danois","FRA","MF","Auxerre","16.2","585","718","81.5","9757","2615","287","329","87.2","222","259","85.7","54","86","62.8","0","2.2","2.0","25","62","11","2","95"
"Kevin Danso","AUT","DF","Lens","12.0","659","770","85.6","12021","4233","256","285","89.8","354","382","92.7","46","87","52.9","0","1.0","0.4","6","58","4","0","52"
"Dante","BRA","DF","Nice","21.8","1267","1432","88.5","21977","9017","565","598","94.5","598","632","94.6","88","165","53.3","0","0.2","0.5","4","90","8","0","96"
"Pape Daouda Diongue","SEN","MF,FW","Strasbourg","0.9","47","57","82.5","697","106","23","27","85.2","14","16","87.5","4","6","66.7","0","0.2","0.0","1","3","0","0","2"
"Mohamed Daramy","DEN","FW","Reims","0.2","4","4","100.0","40","16","4","4","100.0","0","0","","0","0","","0","0.1","0.2","1","0","0","0","0"
"Jonathan David","CAN","FW","Lille","28.4","563","686","82.1","7502","1225","340","393","86.5","170","193","88.1","17","23","73.9","5","4.4","3.2","36","29","26","0","65"
"Zuriko Davitashvili","GEO","FW,MF","Saint-Étienne","30.9","737","938","78.6","10639","2497","426","485","87.8","238","297","80.1","36","83","43.4","8","4.7","5.5","50","38","23","4","73"
"Théo De Percin","MTQ","GK","Auxerre","2.0","31","58","53.4","1059","852","3","3","100.0","9","10","90.0","19","44","43.2","0","0.0","0.0","0","1","0","0","0"
"Thibault De Smet","BEL","DF","Reims","2.1","105","116","90.5","1934","575","40","44","90.9","58","58","100.0","7","11","63.6","0","0.0","0.0","0","11","0","0","9"
"Amar Dedić","BIH","DF","Marseille","3.5","189","224","84.4","2657","515","109","116","94.0","65","81","80.2","6","9","66.7","1","0.9","0.8","4","5","2","0","16"
"Romain Del Castillo","FRA","FW","Brest","14.0","480","688","69.8","8019","2803","240","299","80.3","162","213","76.1","56","120","46.7","4","3.4","4.1","37","44","26","11","61"
"Thomas Delaine","FRA","DF","Strasbourg","0.1","0","4","0.0","0","0","0","0","","0","2","0.0","0","1","0.0","0","0.0","0.0","0","0","0","0","0"
"Andy Delort","ALG","FW","Montpellier","6.7","54","110","49.1","650","179","30","51","58.8","14","31","45.2","2","7","28.6","0","0.9","0.5","7","5","2","2","6"
"Ousmane Dembélé","FRA","FW","Paris S-G","19.2","844","1068","79.0","13453","3685","450","530","84.9","296","357","82.9","72","105","68.6","6","8.2","7.2","63","93","55","3","137"
"Rémy Descamps","FRA","GK","Lyon","1.0","27","30","90.0","635","351","7","7","100.0","12","12","100.0","8","11","72.7","0","0.0","0.0","0","0","0","0","0"
"Arthur Desmas","FRA","GK","Le Havre","18.0","411","522","78.7","10272","6469","83","83","100.0","228","231","98.7","99","205","48.3","0","0.0","0.0","1","7","0","0","0"
"Mamadou Diakhon","FRA","FW,MF","Reims","9.5","198","257","77.0","3478","420","82","102","80.4","96","116","82.8","17","22","77.3","1","1.1","0.6","13","5","6","3","17"
"Bafodé Diakité","FRA","DF","Lille","30.7","2086","2239","93.2","38535","12423","706","746","94.6","1216","1255","96.9","145","196","74.0","1","0.2","0.8","3","141","0","0","90"
"Oumar Diakité","CIV","FW","Reims","18.1","291","354","82.2","4122","691","155","183","84.7","100","115","87.0","11","13","84.6","1","1.1","1.2","11","22","12","2","44"
"Habib Diarra","SEN","MF,FW","Strasbourg","26.1","812","978","83.0","13413","2876","381","431","88.4","371","427","86.9","41","67","61.2","5","4.5","4.3","27","64","27","12","116"
